idea,nisza,bucket,narzedzie,archetyp,plausible,score
baza sprzętu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,baza sprzętu,inventory,0,0
spis zbiorów dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,spis zbiorów,inventory,0,0
lista kontrolna dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,lista kontrolna,checklist,0,0
checklist inspekcji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,checklist inspekcji,checklist,0,0
protokół odbioru dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,protokół odbioru,checklist,0,0
lista BHP dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,lista BHP,checklist,0,0
karta kontroli jakości dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,karta kontroli jakości,checklist,0,0
planer projektu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,planer projektu,planner,1,10
plan krok-po-kroku dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,plan krok-po-kroku,planner,1,10
organizator zadań dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,organizator zadań,planner,1,10
planer wydarzenia dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,planer wydarzenia,planner,1,10
harmonogram przygotowań dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,harmonogram przygotowań,planner,1,10
tracker terminów ważności dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,tracker terminów ważności,expiry,1,13
alert wygasania uprawnień dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,alert wygasania uprawnień,expiry,1,13
przypominacz przeglądów dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,przypominacz przeglądów,expiry,1,13
monitor dat odnowień dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,monitor dat odnowień,expiry,1,13
kalendarz obowiązków dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalendarz obowiązków,expiry,1,13
cennik usług dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,cennik usług,pricebook,0,0
książka cen dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,książka cen,pricebook,0,0
kalkulator marży dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator marży,pricebook,0,0
tabela stawek dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,fiszki/drill nauki,flashcard,1,13
generator ćwiczeń dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator ćwiczeń,flashcard,1,13
trening powtórek dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,trening powtórek,flashcard,1,13
quiz tematyczny dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,quiz tematyczny,flashcard,1,13
karty pamięciowe dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,karty pamięciowe,flashcard,1,13
generator dokumentu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator dokumentu,generator,1,11
generator etykiet do druku dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator etykiet do druku,generator,1,11
generator certyfikatów dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator certyfikatów,generator,1,11
generator planu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator planu,generator,1,11
generator listy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,generator listy,generator,1,11
losowanie z regułami dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,losowanie z regułami,randomizer,1,12
picker decyzji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,picker decyzji,randomizer,1,12
rotacyjny wybór dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,randomizer grupowy,randomizer,1,12
koło wyboru dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,koło wyboru,randomizer,1,12
kalkulator podziału dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator podziału,splitter,1,13
splitter kosztów/majątku dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,splitter kosztów/majątku,splitter,1,13
rozliczenie grupowe dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,rozliczenie grupowe,splitter,1,13
podział równościowy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,podział równościowy,splitter,1,13
kalkulator wyrównań dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator wyrównań,splitter,1,13
kalkulator rozmiaru/ilości dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator rozmiaru/ilości,sizing,0,0
kalkulator metrażu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator metrażu,sizing,0,0
przelicznik zapotrzebowania dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,przelicznik zapotrzebowania,sizing,0,0
kalkulator porcji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator porcji,sizing,0,0
kalkulator wymiarów dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,kalkulator wymiarów,sizing,0,0
rotacja/planer cykliczny dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,układacz harmonogramu,rotation,1,12
plan rotacji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,plan rotacji,rotation,1,12
grafik powtarzalny dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,dziennik branżowy,logbook,0,0
logbook sesji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,logbook sesji,logbook,0,0
rejestr inspekcji dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,rejestr inspekcji,logbook,0,0
karta klienta dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,karta klienta,logbook,0,0
historia serwisowa dla: Ukraińcy w Polsce,Ukraińcy w Polsce,demo,historia serwisowa,logbook,0,0
tabela referencyjna dla: preppersi,preppersi,demo,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: preppersi,preppersi,demo,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: preppersi,preppersi,demo,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: preppersi,preppersi,demo,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: preppersi,preppersi,demo,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: preppersi,preppersi,demo,kalkulator dawkowania,dosage,0,0
kalkulator proporcji mieszanki dla: preppersi,preppersi,demo,kalkulator proporcji mieszanki,dosage,0,0
kalkulator stężeń dla: preppersi,preppersi,demo,kalkulator stężeń,dosage,0,0
przelicznik receptury dla: preppersi,preppersi,demo,przelicznik receptury,dosage,0,0
kalkulator składników dla: preppersi,preppersi,demo,kalkulator składników,dosage,0,0
kalkulator kosztów dla: preppersi,preppersi,demo,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: preppersi,preppersi,demo,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: preppersi,preppersi,demo,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: preppersi,preppersi,demo,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: preppersi,preppersi,demo,kalkulator czasu,calculator,1,13
konwerter jednostek dla: preppersi,preppersi,demo,konwerter jednostek,converter,1,12
przelicznik miar dla: preppersi,preppersi,demo,przelicznik miar,converter,1,12
konwerter formatów dla: preppersi,preppersi,demo,konwerter formatów,converter,1,12
przelicznik walut-stały dla: preppersi,preppersi,demo,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: preppersi,preppersi,demo,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: preppersi,preppersi,demo,kosztorys/wycena,estimator,0,0
szacowanie nakładu dla: preppersi,preppersi,demo,szacowanie nakładu,estimator,0,0
kalkulator oferty dla: preppersi,preppersi,demo,kalkulator oferty,estimator,0,0
wycena na papierze dla: preppersi,preppersi,demo,wycena na papierze,estimator,0,0
estymacja czasu robót dla: preppersi,preppersi,demo,estymacja czasu robót,estimator,0,0
tracker postępu dla: preppersi,preppersi,demo,tracker postępu,tracker,1,11
monitor nawyku dla: preppersi,preppersi,demo,monitor nawyku,tracker,1,11
śledzenie wyników dla: preppersi,preppersi,demo,śledzenie wyników,tracker,1,11
tracker pomiarów dla: preppersi,preppersi,demo,tracker pomiarów,tracker,1,11
licznik serii dla: preppersi,preppersi,demo,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: preppersi,preppersi,demo,dziennik objawów → PDF dla lekarza,symptomdiary,1,14
dziennik triggerów dla: preppersi,preppersi,demo,dziennik triggerów,symptomdiary,1,14
log epizodów choroby dla: preppersi,preppersi,demo,log epizodów choroby,symptomdiary,1,14
dziennik diety i reakcji dla: preppersi,preppersi,demo,dziennik diety i reakcji,symptomdiary,1,14
raport dla specjalisty dla: preppersi,preppersi,demo,raport dla specjalisty,symptomdiary,1,14
dziennik aktywności dla: preppersi,preppersi,demo,dziennik aktywności,log,1,10
log zdarzeń dla: preppersi,preppersi,demo,log zdarzeń,log,1,10
rejestr czynności dla: preppersi,preppersi,demo,rejestr czynności,log,1,10
notatnik tematyczny dla: preppersi,preppersi,demo,notatnik tematyczny,log,1,10
kronika dla: preppersi,preppersi,demo,kronika,log,1,10
katalog kolekcji dla: preppersi,preppersi,demo,katalog kolekcji,inventory,0,0
ewidencja zasobów dla: preppersi,preppersi,demo,ewidencja zasobów,inventory,0,0
inwentarz wyposażenia dla: preppersi,preppersi,demo,inwentarz wyposażenia,inventory,0,0
baza sprzętu dla: preppersi,preppersi,demo,baza sprzętu,inventory,0,0
spis zbiorów dla: preppersi,preppersi,demo,spis zbiorów,inventory,0,0
lista kontrolna dla: preppersi,preppersi,demo,lista kontrolna,checklist,0,0
checklist inspekcji dla: preppersi,preppersi,demo,checklist inspekcji,checklist,0,0
protokół odbioru dla: preppersi,preppersi,demo,protokół odbioru,checklist,0,0
lista BHP dla: preppersi,preppersi,demo,lista BHP,checklist,0,0
karta kontroli jakości dla: preppersi,preppersi,demo,karta kontroli jakości,checklist,0,0
planer projektu dla: preppersi,preppersi,demo,planer projektu,planner,1,10
plan krok-po-kroku dla: preppersi,preppersi,demo,plan krok-po-kroku,planner,1,10
organizator zadań dla: preppersi,preppersi,demo,organizator zadań,planner,1,10
planer wydarzenia dla: preppersi,preppersi,demo,planer wydarzenia,planner,1,10
harmonogram przygotowań dla: preppersi,preppersi,demo,harmonogram przygotowań,planner,1,10
tracker terminów ważności dla: preppersi,preppersi,demo,tracker terminów ważności,expiry,1,13
alert wygasania uprawnień dla: preppersi,preppersi,demo,alert wygasania uprawnień,expiry,1,13
przypominacz przeglądów dla: preppersi,preppersi,demo,przypominacz przeglądów,expiry,1,13
monitor dat odnowień dla: preppersi,preppersi,demo,monitor dat odnowień,expiry,1,13
kalendarz obowiązków dla: preppersi,preppersi,demo,kalendarz obowiązków,expiry,1,13
cennik usług dla: preppersi,preppersi,demo,cennik usług,pricebook,0,0
książka cen dla: preppersi,preppersi,demo,książka cen,pricebook,0,0
kalkulator marży dla: preppersi,preppersi,demo,kalkulator marży,pricebook,0,0
tabela stawek dla: preppersi,preppersi,demo,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: preppersi,preppersi,demo,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: preppersi,preppersi,demo,fiszki/drill nauki,flashcard,1,13
generator ćwiczeń dla: preppersi,preppersi,demo,generator ćwiczeń,flashcard,1,13
trening powtórek dla: preppersi,preppersi,demo,trening powtórek,flashcard,1,13
quiz tematyczny dla: preppersi,preppersi,demo,quiz tematyczny,flashcard,1,13
karty pamięciowe dla: preppersi,preppersi,demo,karty pamięciowe,flashcard,1,13
generator dokumentu dla: preppersi,preppersi,demo,generator dokumentu,generator,1,11
generator etykiet do druku dla: preppersi,preppersi,demo,generator etykiet do druku,generator,1,11
generator certyfikatów dla: preppersi,preppersi,demo,generator certyfikatów,generator,1,11
generator planu dla: preppersi,preppersi,demo,generator planu,generator,1,11
generator listy dla: preppersi,preppersi,demo,generator listy,generator,1,11
losowanie z regułami dla: preppersi,preppersi,demo,losowanie z regułami,randomizer,1,12
picker decyzji dla: preppersi,preppersi,demo,picker decyzji,randomizer,1,12
rotacyjny wybór dla: preppersi,preppersi,demo,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: preppersi,preppersi,demo,randomizer grupowy,randomizer,1,12
koło wyboru dla: preppersi,preppersi,demo,koło wyboru,randomizer,1,12
kalkulator podziału dla: preppersi,preppersi,demo,kalkulator podziału,splitter,1,13
splitter kosztów/majątku dla: preppersi,preppersi,demo,splitter kosztów/majątku,splitter,1,13
rozliczenie grupowe dla: preppersi,preppersi,demo,rozliczenie grupowe,splitter,1,13
podział równościowy dla: preppersi,preppersi,demo,podział równościowy,splitter,1,13
kalkulator wyrównań dla: preppersi,preppersi,demo,kalkulator wyrównań,splitter,1,13
kalkulator rozmiaru/ilości dla: preppersi,preppersi,demo,kalkulator rozmiaru/ilości,sizing,0,0
kalkulator metrażu dla: preppersi,preppersi,demo,kalkulator metrażu,sizing,0,0
przelicznik zapotrzebowania dla: preppersi,preppersi,demo,przelicznik zapotrzebowania,sizing,0,0
kalkulator porcji dla: preppersi,preppersi,demo,kalkulator porcji,sizing,0,0
kalkulator wymiarów dla: preppersi,preppersi,demo,kalkulator wymiarów,sizing,0,0
rotacja/planer cykliczny dla: preppersi,preppersi,demo,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: preppersi,preppersi,demo,układacz harmonogramu,rotation,1,12
plan rotacji dla: preppersi,preppersi,demo,plan rotacji,rotation,1,12
grafik powtarzalny dla: preppersi,preppersi,demo,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: preppersi,preppersi,demo,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: preppersi,preppersi,demo,dziennik branżowy,logbook,0,0
logbook sesji dla: preppersi,preppersi,demo,logbook sesji,logbook,0,0
rejestr inspekcji dla: preppersi,preppersi,demo,rejestr inspekcji,logbook,0,0
karta klienta dla: preppersi,preppersi,demo,karta klienta,logbook,0,0
historia serwisowa dla: preppersi,preppersi,demo,historia serwisowa,logbook,0,0
tabela referencyjna dla: minimaliści,minimaliści,demo,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: minimaliści,minimaliści,demo,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: minimaliści,minimaliści,demo,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: minimaliści,minimaliści,demo,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: minimaliści,minimaliści,demo,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: minimaliści,minimaliści,demo,kalkulator dawkowania,dosage,0,0
kalkulator proporcji mieszanki dla: minimaliści,minimaliści,demo,kalkulator proporcji mieszanki,dosage,0,0
kalkulator stężeń dla: minimaliści,minimaliści,demo,kalkulator stężeń,dosage,0,0
przelicznik receptury dla: minimaliści,minimaliści,demo,przelicznik receptury,dosage,0,0
kalkulator składników dla: minimaliści,minimaliści,demo,kalkulator składników,dosage,0,0
kalkulator kosztów dla: minimaliści,minimaliści,demo,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: minimaliści,minimaliści,demo,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: minimaliści,minimaliści,demo,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: minimaliści,minimaliści,demo,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: minimaliści,minimaliści,demo,kalkulator czasu,calculator,1,13
konwerter jednostek dla: minimaliści,minimaliści,demo,konwerter jednostek,converter,1,12
przelicznik miar dla: minimaliści,minimaliści,demo,przelicznik miar,converter,1,12
konwerter formatów dla: minimaliści,minimaliści,demo,konwerter formatów,converter,1,12
przelicznik walut-stały dla: minimaliści,minimaliści,demo,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: minimaliści,minimaliści,demo,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: minimaliści,minimaliści,demo,kosztorys/wycena,estimator,0,0
szacowanie nakładu dla: minimaliści,minimaliści,demo,szacowanie nakładu,estimator,0,0
kalkulator oferty dla: minimaliści,minimaliści,demo,kalkulator oferty,estimator,0,0
wycena na papierze dla: minimaliści,minimaliści,demo,wycena na papierze,estimator,0,0
estymacja czasu robót dla: minimaliści,minimaliści,demo,estymacja czasu robót,estimator,0,0
tracker postępu dla: minimaliści,minimaliści,demo,tracker postępu,tracker,1,11
monitor nawyku dla: minimaliści,minimaliści,demo,monitor nawyku,tracker,1,11
śledzenie wyników dla: minimaliści,minimaliści,demo,śledzenie wyników,tracker,1,11
tracker pomiarów dla: minimaliści,minimaliści,demo,tracker pomiarów,tracker,1,11
licznik serii dla: minimaliści,minimaliści,demo,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: minimaliści,minimaliści,demo,dziennik objawów → PDF dla lekarza,symptomdiary,1,14
dziennik triggerów dla: minimaliści,minimaliści,demo,dziennik triggerów,symptomdiary,1,14
log epizodów choroby dla: minimaliści,minimaliści,demo,log epizodów choroby,symptomdiary,1,14
dziennik diety i reakcji dla: minimaliści,minimaliści,demo,dziennik diety i reakcji,symptomdiary,1,14
raport dla specjalisty dla: minimaliści,minimaliści,demo,raport dla specjalisty,symptomdiary,1,14
dziennik aktywności dla: minimaliści,minimaliści,demo,dziennik aktywności,log,1,10
log zdarzeń dla: minimaliści,minimaliści,demo,log zdarzeń,log,1,10
rejestr czynności dla: minimaliści,minimaliści,demo,rejestr czynności,log,1,10
notatnik tematyczny dla: minimaliści,minimaliści,demo,notatnik tematyczny,log,1,10
kronika dla: minimaliści,minimaliści,demo,kronika,log,1,10
katalog kolekcji dla: minimaliści,minimaliści,demo,katalog kolekcji,inventory,0,0
ewidencja zasobów dla: minimaliści,minimaliści,demo,ewidencja zasobów,inventory,0,0
inwentarz wyposażenia dla: minimaliści,minimaliści,demo,inwentarz wyposażenia,inventory,0,0
baza sprzętu dla: minimaliści,minimaliści,demo,baza sprzętu,inventory,0,0
spis zbiorów dla: minimaliści,minimaliści,demo,spis zbiorów,inventory,0,0
lista kontrolna dla: minimaliści,minimaliści,demo,lista kontrolna,checklist,0,0
checklist inspekcji dla: minimaliści,minimaliści,demo,checklist inspekcji,checklist,0,0
protokół odbioru dla: minimaliści,minimaliści,demo,protokół odbioru,checklist,0,0
lista BHP dla: minimaliści,minimaliści,demo,lista BHP,checklist,0,0
karta kontroli jakości dla: minimaliści,minimaliści,demo,karta kontroli jakości,checklist,0,0
planer projektu dla: minimaliści,minimaliści,demo,planer projektu,planner,1,10
plan krok-po-kroku dla: minimaliści,minimaliści,demo,plan krok-po-kroku,planner,1,10
organizator zadań dla: minimaliści,minimaliści,demo,organizator zadań,planner,1,10
planer wydarzenia dla: minimaliści,minimaliści,demo,planer wydarzenia,planner,1,10
harmonogram przygotowań dla: minimaliści,minimaliści,demo,harmonogram przygotowań,planner,1,10
tracker terminów ważności dla: minimaliści,minimaliści,demo,tracker terminów ważności,expiry,1,13
alert wygasania uprawnień dla: minimaliści,minimaliści,demo,alert wygasania uprawnień,expiry,1,13
przypominacz przeglądów dla: minimaliści,minimaliści,demo,przypominacz przeglądów,expiry,1,13
monitor dat odnowień dla: minimaliści,minimaliści,demo,monitor dat odnowień,expiry,1,13
kalendarz obowiązków dla: minimaliści,minimaliści,demo,kalendarz obowiązków,expiry,1,13
cennik usług dla: minimaliści,minimaliści,demo,cennik usług,pricebook,0,0
książka cen dla: minimaliści,minimaliści,demo,książka cen,pricebook,0,0
kalkulator marży dla: minimaliści,minimaliści,demo,kalkulator marży,pricebook,0,0
tabela stawek dla: minimaliści,minimaliści,demo,tabela stawek,pricebook,0,0
kosztorys materiałowy dla: minimaliści,minimaliści,demo,kosztorys materiałowy,pricebook,0,0
fiszki/drill nauki dla: minimaliści,minimaliści,demo,fiszki/drill nauki,flashcard,1,13
generator ćwiczeń dla: minimaliści,minimaliści,demo,generator ćwiczeń,flashcard,1,13
trening powtórek dla: minimaliści,minimaliści,demo,trening powtórek,flashcard,1,13
quiz tematyczny dla: minimaliści,minimaliści,demo,quiz tematyczny,flashcard,1,13
karty pamięciowe dla: minimaliści,minimaliści,demo,karty pamięciowe,flashcard,1,13
generator dokumentu dla: minimaliści,minimaliści,demo,generator dokumentu,generator,1,11
generator etykiet do druku dla: minimaliści,minimaliści,demo,generator etykiet do druku,generator,1,11
generator certyfikatów dla: minimaliści,minimaliści,demo,generator certyfikatów,generator,1,11
generator planu dla: minimaliści,minimaliści,demo,generator planu,generator,1,11
generator listy dla: minimaliści,minimaliści,demo,generator listy,generator,1,11
losowanie z regułami dla: minimaliści,minimaliści,demo,losowanie z regułami,randomizer,1,12
picker decyzji dla: minimaliści,minimaliści,demo,picker decyzji,randomizer,1,12
rotacyjny wybór dla: minimaliści,minimaliści,demo,rotacyjny wybór,randomizer,1,12
randomizer grupowy dla: minimaliści,minimaliści,demo,randomizer grupowy,randomizer,1,12
koło wyboru dla: minimaliści,minimaliści,demo,koło wyboru,randomizer,1,12
kalkulator podziału dla: minimaliści,minimaliści,demo,kalkulator podziału,splitter,1,13
splitter kosztów/majątku dla: minimaliści,minimaliści,demo,splitter kosztów/majątku,splitter,1,13
rozliczenie grupowe dla: minimaliści,minimaliści,demo,rozliczenie grupowe,splitter,1,13
podział równościowy dla: minimaliści,minimaliści,demo,podział równościowy,splitter,1,13
kalkulator wyrównań dla: minimaliści,minimaliści,demo,kalkulator wyrównań,splitter,1,13
kalkulator rozmiaru/ilości dla: minimaliści,minimaliści,demo,kalkulator rozmiaru/ilości,sizing,0,0
kalkulator metrażu dla: minimaliści,minimaliści,demo,kalkulator metrażu,sizing,0,0
przelicznik zapotrzebowania dla: minimaliści,minimaliści,demo,przelicznik zapotrzebowania,sizing,0,0
kalkulator porcji dla: minimaliści,minimaliści,demo,kalkulator porcji,sizing,0,0
kalkulator wymiarów dla: minimaliści,minimaliści,demo,kalkulator wymiarów,sizing,0,0
rotacja/planer cykliczny dla: minimaliści,minimaliści,demo,rotacja/planer cykliczny,rotation,1,12
układacz harmonogramu dla: minimaliści,minimaliści,demo,układacz harmonogramu,rotation,1,12
plan rotacji dla: minimaliści,minimaliści,demo,plan rotacji,rotation,1,12
grafik powtarzalny dla: minimaliści,minimaliści,demo,grafik powtarzalny,rotation,1,12
rozkład tygodniowy dla: minimaliści,minimaliści,demo,rozkład tygodniowy,rotation,1,12
dziennik branżowy dla: minimaliści,minimaliści,demo,dziennik branżowy,logbook,0,0
logbook sesji dla: minimaliści,minimaliści,demo,logbook sesji,logbook,0,0
rejestr inspekcji dla: minimaliści,minimaliści,demo,rejestr inspekcji,logbook,0,0
karta klienta dla: minimaliści,minimaliści,demo,karta klienta,logbook,0,0
historia serwisowa dla: minimaliści,minimaliści,demo,historia serwisowa,logbook,0,0
tabela referencyjna dla: vanliferzy,vanliferzy,demo,tabela referencyjna,reference,1,13
ściąga norm/parametrów dla: vanliferzy,vanliferzy,demo,ściąga norm/parametrów,reference,1,13
lookup specyfikacji dla: vanliferzy,vanliferzy,demo,lookup specyfikacji,reference,1,13
podręczna baza wiedzy dla: vanliferzy,vanliferzy,demo,podręczna baza wiedzy,reference,1,13
tabela porównawcza dla: vanliferzy,vanliferzy,demo,tabela porównawcza,reference,1,13
kalkulator dawkowania dla: vanliferzy,vanliferzy,demo,kalkulator dawkowania,dosage,0,0
kalkulator proporcji mieszanki dla: vanliferzy,vanliferzy,demo,kalkulator proporcji mieszanki,dosage,0,0
kalkulator stężeń dla: vanliferzy,vanliferzy,demo,kalkulator stężeń,dosage,0,0
przelicznik receptury dla: vanliferzy,vanliferzy,demo,przelicznik receptury,dosage,0,0
kalkulator składników dla: vanliferzy,vanliferzy,demo,kalkulator składników,dosage,0,0
kalkulator kosztów dla: vanliferzy,vanliferzy,demo,kalkulator kosztów,calculator,1,13
kalkulator materiałów dla: vanliferzy,vanliferzy,demo,kalkulator materiałów,calculator,1,13
kalkulator opłacalności dla: vanliferzy,vanliferzy,demo,kalkulator opłacalności,calculator,1,13
kalkulator zużycia dla: vanliferzy,vanliferzy,demo,kalkulator zużycia,calculator,1,13
kalkulator czasu dla: vanliferzy,vanliferzy,demo,kalkulator czasu,calculator,1,13
konwerter jednostek dla: vanliferzy,vanliferzy,demo,konwerter jednostek,converter,1,12
przelicznik miar dla: vanliferzy,vanliferzy,demo,przelicznik miar,converter,1,12
konwerter formatów dla: vanliferzy,vanliferzy,demo,konwerter formatów,converter,1,12
przelicznik walut-stały dla: vanliferzy,vanliferzy,demo,przelicznik walut-stały,converter,1,12
konwerter rozmiarów dla: vanliferzy,vanliferzy,demo,konwerter rozmiarów,converter,1,12
kosztorys/wycena dla: vanliferzy,vanliferzy,demo,kosztorys/wycena,estimator,0,0
szacowanie nakładu dla: vanliferzy,vanliferzy,demo,szacowanie nakładu,estimator,0,0
kalkulator oferty dla: vanliferzy,vanliferzy,demo,kalkulator oferty,estimator,0,0
wycena na papierze dla: vanliferzy,vanliferzy,demo,wycena na papierze,estimator,0,0
estymacja czasu robót dla: vanliferzy,vanliferzy,demo,estymacja czasu robót,estimator,0,0
tracker postępu dla: vanliferzy,vanliferzy,demo,tracker postępu,tracker,1,11
monitor nawyku dla: vanliferzy,vanliferzy,demo,monitor nawyku,tracker,1,11
śledzenie wyników dla: vanliferzy,vanliferzy,demo,śledzenie wyników,tracker,1,11
tracker pomiarów dla: vanliferzy,vanliferzy,demo,tracker pomiarów,tracker,1,11
licznik serii dla: vanliferzy,vanliferzy,demo,licznik serii,tracker,1,11
dziennik objawów → PDF dla lekarza dla: vanliferzy,vanliferzy,demo,dziennik objawów → PDF dla lekarza,symptomdiary,1,14
dziennik triggerów dla: vanliferzy,vanliferzy,demo,dziennik triggerów,symptomdiary,1,14
log epizodów choroby dla: vanliferzy,vanliferzy,demo,log epizodów choroby,symptomdiary,1,14
dziennik diety i reakcji dla: vanliferzy,vanliferzy,demo,dziennik diety i reakcji,symptomdiary,1,14
raport dla specjalisty dla: vanliferzy,vanliferzy,demo,raport dla specjalisty,symptomdiary,1,14
dziennik aktywności dla: vanliferzy,vanliferzy,demo,dziennik aktywności,log,1,10
log zdarzeń dla: vanliferzy,vanliferzy,demo,log zdarzeń,log,1,10
rejestr czynności dla: vanliferzy,vanliferzy,demo,rejestr czynności,log,1,10
notatnik tematyczny dla: vanliferzy,vanliferzy,demo,notatnik tematyczny,log,1,10
kronika dla: vanliferzy,vanliferzy,demo,kronika,log,1,10
katalog kolekcji dla: vanliferzy,vanliferzy,demo,katalog kolekcji,inventory,0,0
ewidencja zasobów dla: vanliferzy,vanliferzy,demo,ewidencja zasobów,inventory,0,0
inwentarz wyposażenia dla: vanliferzy,vanliferzy,demo,inwentarz wyposażenia,inventory,0,0
baza sprzętu dla: vanliferzy,vanliferzy,demo,baza sprzętu,inventory,0,0
spis zbiorów dla: vanliferzy,vanliferzy,demo,spis zbiorów,inventory,0,0
lista kontrolna dla: vanliferzy,vanliferzy,demo,lista kontrolna,checklist,0,0
checklist inspekcji dla: vanliferzy,vanliferzy,demo,checklist inspekcji,checklist,0,0
